id,name,calories,image_attached
2134,"Moussaka, vegetable, homemade",133,yes
2135,"Moussaka, vegetable, retail",98,no
2136,"Mousse, chocolate, low fat",123,yes
2137,"Mousse, fruit",143,no
2138,"Muesli, Swiss style, no added sugar or salt, unfortified",357,yes
2139,"Muesli, Swiss style, unfortified",366,no
2140,"Muffins, American style, chocolate chip, homemade",384,yes
2141,"Muffins, American, chocolate, retail",436,yes
2142,"Muffins, American, not chocolate, retail",375,no
2143,"Muffins, bran, homemade",263,no
2144,"Muffins, English style, white",223,yes
2145,"Muffins, English style, white, toasted",261,no
2146,"Mulberries, whole fruit, raw",36,yes
2147,"Mulberries, whole fruit, stewed with sugar",65,yes
2148,"Mulberries, whole fruit, stewed without sugar",30,no
2149,"Mullet, Grey, flesh only, grilled",150,no
2150,"Mullet, Grey, flesh only, raw",115,yes
2151,"Mullet, Grey, grilled, weighed with bones and skin",82,no
2152,"Mullet, Red, flesh only, grilled",121,yes
2153,"Mullet, Red, flesh only, grilled, weighed with bones and skin",57,no
2154,"Mullet, Red, flesh only, raw",109,yes
2155,"Mushroom, dried",159,no
2156,"Mushrooms, Chinese, dried, raw",284,yes
2157,"Mushrooms, Jew's ear, tender, dried, raw",279,no
2158,"Mushrooms, Jew's ear, tender, dried, soaked, raw",29,yes
2159,"Mushrooms, Jew's ear, tough, dried, raw",325,yes
2160,"Mushrooms, Jew's ear, tough, dried, soaked, raw",76,no
2161,"Mushrooms, oyster, raw",8,no
2162,"Mushrooms, shiitake, cooked",55,yes
2163,"Mushrooms, shiitake, dried, raw",296,yes
2164,"Mushrooms, white, fried in corn oil",106,yes
2165,"Mushrooms, white, fried in rapeseed oil",106,no
2166,"Mushrooms, white, fried in salted butter",106,yes
2167,"Mushrooms, white, raw",7,no
2168,"Mushrooms, white, stewed in unsalted water",9,yes
2169,"Mussels in white wine sauce, cooked",82,yes
2170,"Mussels, purchased cooked",104,no
2171,"Mussels, raw",74,yes
2172,"Mustard and cress, raw",13,no
2173,"Mustard leaves, boiled in unsalted water",17,yes
2174,"Mustard leaves, raw",27,no
2175,Mustard powder,452,yes
2176,Mustard seeds,0,no
2177,"Mustard, powder, made up",226,yes
2178,"Mustard, smooth",139,yes
2179,"Mustard, wholegrain",140,no
2180,"Nectarines, flesh and skin, raw",43,yes
2181,"Nectarines, flesh and skin, raw, weighed with stones",40,no
2182,"Noodles, egg, dried, raw",338,yes
2183,"Noodles, egg, fine, dried, boiled in unsalted water",129,no
2184,"Noodles, egg, fried with spring onions, homemade",244,yes
2185,"Noodles, egg, medium, dried, boiled in unsalted water",166,no
2186,"Noodles, egg, thick, dried, boiled in unsalted water",143,yes
2187,"Noodles, rice, fine, dried, boiled in unsalted water",89,no
2188,"Nougat, homemade",413,yes
2189,"Nut and rice roast, mixed nuts with egg, homemade",333,no
2190,"Nut and rice roast, mixed nuts, homemade",346,yes
2191,"Nut and seed roast, mixed nuts and sunflower seeds with egg, homemade",335,no
2192,"Nut and seed roast, mixed nuts and sunflower seeds, homemade",349,yes
2193,"Nut and vegetable roast, mixed nuts with egg, homemade",304,no
2194,"Nut and vegetable roast, mixed nuts, homemade",314,yes
2195,"Nut croquettes, fried in sunflower oil, homemade",351,no
2196,"Nut croquettes, fried in vegetable oil, homemade",351,yes
2197,"Nut cutlets, retail, fried in sunflower oil",289,yes
2198,"Nut cutlets, retail, fried in vegetable oil",289,no
2199,"Nut cutlets, retail, grilled",212,yes
2200,"Nut roast, homemade",335,no
2201,"Nut roast, mixed nuts with egg, homemade",338,yes
2202,"Nut, mushroom and rice roast, homemade",260,no
2203,"Nutmeg, ground",0,yes
2204,"Nuts, mixed",581,no
2205,"Oatcakes, homemade",411,yes
2206,"Oatcakes, plain, retail",453,no
2207,"Octopus, raw",83,yes
2208,"Oil, coconut",899,no
2209,"Oil, cod liver",899,yes
2210,"Oil, corn",899,no
2211,"Oil, cottonseed",891,yes
2212,"Oil, evening primrose",899,no
2213,"Oil, grapeseed",899,yes
2214,"Oil, hazelnut",899,no
2215,"Oil, olive",899,yes
2216,"Oil, palm",899,no
2217,"Oil, peanut (groundnut)",899,yes
2218,"Oil, rapeseed",899,no
2219,"Oil, safflower",899,yes
2220,"Oil, sesame",898,yes
2221,"Oil, soya",899,no
2222,"Oil, sunflower",899,yes
2223,"Oil, vegetable, average",899,no
2224,"Oil, walnut",899,yes
2225,"Oil, wheatgerm",899,no
2226,"Okra with tomatoes and onion, Greek, homemade",180,yes
2227,"Okra with tomatoes and onion, West Indian, homemade",98,no
2228,"Okra, boiled in unsalted water",16,yes
2229,"Okra, raw",31,no
2230,"Okra, stir-fried in corn oil",269,yes
2231,"Olives, green, in brine, drained, flesh and skin",103,yes
2232,"Olives, green, in brine, drained, flesh and skin, weighed with stones",82,no
2233,"Omelette, cheese, homemade",268,no
2234,"Omelette, curried, homemade",370,yes
2235,"Omelette, plain, homemade",191,yes
2236,"Omelette, Spanish, homemade",112,no
2237,"Onion sauce, made with semi-skimmed milk, homemade",88,yes
2238,"Onion sauce, made with skimmed milk, homemade",80,no
2239,"Onion sauce, made with whole milk, homemade",91,yes
2240,"Onions, baked",43,no
2241,"Onions, boiled in unsalted water",25,yes
2242,"Onions, dried, raw",309,no
2243,"Onions, fried in butter",95,yes
2244,"Onions, fried in corn oil",95,no
2245,"Onions, fried in lard",95,yes
2246,"Onions, fried in rapeseed oil",95,yes
2247,"Onions, fried in sunflower oil",95,no
2248,"Onions, pickled, drained",24,yes
2249,"Onions, raw",35,no
2250,"Orange juice, ambient, UHT",34,yes
2251,"Orange juice, chilled",36,no
2252,"Orange juice, freshly squeezed",33,yes
2253,"Orange juice, freshly squeezed, weighed as whole fruit",15,no
2254,"Orange roughy, raw",126,yes
2255,"Oranges, flesh only",36,yes
2256,"Oranges, flesh only, weighed with peel and pips",27,no
2257,"Oregano, dried, ground",0,yes
2258,"Oregano, fresh",0,no
2259,"Ortaniques, flesh only",49,yes
2260,"Ovaltine powder, made up with semi-skimmed milk",81,no
2261,"Ovaltine powder, made up with skimmed milk",70,yes
2262,"Ovaltine powder, made up with whole milk",96,no
2263,"Ovaltine, powder",358,yes
2264,"Oxtail, meat only, stewed with added salt",243,no
2265,"Oxtail, meat only, stewed, weighed with fat and bones",92,yes
2266,"Oxtail, raw",171,no
2267,"Oysters, raw",65,yes
2268,"Oysters, raw, weighed with shells",9,no
2269,"Pak choi, steamed",14,yes
2270,"Pakora, vegetable, takeaway and restaurant",293,yes
2271,"Pakora/bhajia, aubergine, fried in vegetable oil, homemade",294,no
2272,"Pakora/bhajia, cauliflower, fried in vegetable oil, homemade",320,yes
2273,"Pakora/bhajia, onion, fried in vegetable oil, homemade",270,no
2274,"Pakora/bhajia, potato and cauliflower, fried in vegetable oil, homemade",325,yes
2275,"Pakora/bhajia, potato, carrot and pea, fried in vegetable oil, homemade",355,no
2276,"Pakora/bhajia, potato, fried in vegetable oil, homemade",315,yes
2277,"Pakora/bhajia, spinach, fried in vegetable oil, homemade",360,no
2278,"Pakora/bhajia, vegetable, retail",238,yes
2279,"Pakoras, homemade",173,no
2280,"Pancakes (served with crispy duck), pancakes only, takeaway",305,yes
2281,"Pancakes, savoury, made with semi-skimmed milk, homemade",203,no
2282,"Pancakes, savoury, made with skimmed milk, homemade",193,yes
2283,"Pancakes, savoury, wholemeal, made with whole milk, homemade",209,yes
2284,"Pancakes, stuffed with vegetables, homemade",113,no
2285,"Pancakes, stuffed with vegetables, wholemeal, homemade",115,yes
2286,"Pancakes, sweet, made with semi skimmed milk, homemade",234,no
2287,"Pancakes, sweet, made with skimmed milk, homemade",234,yes
2288,"Pancakes, sweet, made with whole milk, homemade",254,no
2289,"Pangasius, flesh only, baked",109,yes
2290,"Pangasius, flesh only, poached",102,no
2291,"Pangasius, flesh only, raw",74,yes
2292,"Papadums, takeaway",501,no
2293,"Papaya, flesh only, raw",44,yes
2294,"Papaya, flesh only, raw, weighed with skin and pips",27,no
2295,"Papaya, unripe, green flesh, raw",27,yes
2296,Paprika,0,no
2297,"Paratha, homemade",333,yes
2298,"Parrot fish, raw",83,yes
2299,"Parsley, dried",181,no
2300,"Parsley, fresh",34,yes
2301,"Parsnip, boiled in unsalted water",66,no
2302,"Parsnip, raw",64,yes
2303,"Parsnip, roasted in rapeseed oil",158,no
2304,"Partridge, meat only, roasted",212,yes
2305,"Partridge, meat only, roasted, weighed with bone",127,no
2306,Passion fruit juice,47,yes
2307,"Passion fruit, flesh and pips",36,no
2308,"Passion fruit, flesh and pips, weighed with skin",22,yes
2309,"Pasta and sauce mixes, dried, raw",358,no
2310,"Pasta shapes, coloured, flavoured, dried, raw",341,yes
2311,"Pasta with ham and mushroom sauce, homemade",132,no
2312,"Pasta with meat and tomato sauce, homemade",140,yes
2313,"Pasta, egg, fresh, filled with cheese and tomato, boiled in unsalted water",193,no
2314,"Pasta, egg, fresh, filled with cheese only, boiled in unsalted water",216,yes
2315,"Pasta, egg, fresh, filled with green vegetables/herbs and cheese, boiled in unsalted water",195,yes
2316,"Pasta, egg, fresh, filled with meat, boiled in unsalted water",200,no
2317,"Pasta, egg, fresh, filled with mushrooms, boiled in unsalted water",173,yes
2318,"Pasta, egg, fresh, raw",282,no
2319,"Pasta, egg, white, dried, raw",365,yes
2320,"Pasta, egg, white, tagliatelle, fresh, boiled in unsalted water",152,no
2321,"Pasta, plain, fresh, boiled",159,yes
2322,"Pasta, ravioli, meat filling, canned in tomato sauce",77,no
2323,"Pasta, spaghetti, canned, in tomato sauce",72,yes
2324,"Pasta, white,  twists, fusilli, dried, boiled in unsalted water",146,no
2325,"Pasta, white, dried, boiled in unsalted water",169,yes
2326,"Pasta, white, dried, raw",343,no
2327,"Pasta, white, spaghetti, dried, boiled in unsalted water",141,yes
2328,"Pasta, white, twists, fusilli, dried, boiled in salted water",150,no
2329,"Pasta, wholewheat, spaghetti, dried, boiled in unsalted water",134,yes
2330,"Pasta, wholewheat, spaghetti, dried, raw",329,yes
2331,Pastichio,150,no
2332,"Pastries, Asian",538,yes
2333,"Pastries, chocolate eclairs, cream filled, retail",387,no
2334,"Pastries, chocolate eclairs, fresh, homemade",381,yes
2335,"Pastries, cream filled, retail",415,no
2336,"Pastries, Danish, retail",446,yes
2337,"Pastries, Greek, baklava, retail",456,yes
2338,"Pastry, cheese, shortcrust, homemade",491,no
2339,"Pastry, choux, cooked, homemade",313,yes
2340,"Pastry, choux, uncooked, homemade",203,no
2341,"Pastry, filo, retail, cooked",363,yes
2342,"Pastry, filo, retail, uncooked",278,no
2343,"Pastry, flaky, cooked, homemade",540,yes
2344,"Pastry, flaky, uncooked, homemade",409,no
2345,"Pastry, flaky/puff, retail, cooked",486,yes
2346,"Pastry, flaky/puff, retail, uncooked",384,yes
2347,"Pastry, shortcrust, cooked, homemade",509,yes
2348,"Pastry, shortcrust, retail, cooked",547,no
2349,"Pastry, shortcrust, retail, uncooked",453,yes
2350,"Pastry, shortcrust, uncooked, homemade",435,no
2351,"Pastry, wholemeal, cooked, homemade",487,yes
2352,"Pastry, wholemeal, uncooked, homemade",421,no
2353,"Pasty, vegetable, homemade",301,yes
2354,"Pasty, vegetable, wholemeal, homemade",272,no
2355,"Pate, liver",349,yes
2356,"Pate, meat, reduced fat",191,no
2357,"Pate, tuna",312,yes
2358,"Patra leaves, raw",39,no
2359,"Pavlova, toffee/chocolate, no fruit",370,yes
2360,"Pavlova, with fruit and cream",244,no
2361,"Peach melba, homemade",170,yes
2362,"Peaches, canned in juice, whole contents",39,yes
2363,"Peaches, canned in syrup, whole contents",55,no
2364,"Peaches, flesh and skin, raw, weighed with stone",30,yes
2365,"Peaches, raw, flesh and skin",33,no
2366,"Peanut brittle, homemade",483,yes
2367,"Peanut butter, smooth",607,no
2368,Peanuts and raisins,436,yes
2369,"Peanuts, dry roasted",590,no
2370,"Peanuts, kernel only, plain, unsalted",564,yes
2371,"Peanuts, kernel only, plain, weighed with shells",389,yes
2372,"Peanuts, raisins and chocolate chips",445,no
2373,"Peanuts, roasted and salted",602,yes
2374,"Pears, average, flesh and skin, raw, weighed with core and stalk",37,no
2375,"Pears, average, raw, flesh only",44,yes
2376,"Pears, average, stewed with sugar",72,no
2377,"Pears, average, stewed without sugar",38,yes
2378,"Pears, canned in juice, whole contents",33,no
2379,"Pears, dried",207,yes
2380,"Pears, Nashi, flesh and skin, raw",29,yes
2381,"Pears, Nashi, flesh and skin, raw, weighed with core",26,no
2382,"Pears, raw, flesh and skin",43,yes
2383,"Pears, raw, flesh only, peeled, weighed with skin and core",31,no
2384,"Peas, boiled in unsalted water",79,yes
2385,"Peas, canned in water, re-heated, drained",59,no
2386,"Peas, dried, boiled in unsalted water",109,yes
2387,"Peas, dried, raw",303,yes
2388,"Peas, frozen, boiled in unsalted water",70,no
2389,"Peas, frozen, microwaved",71,yes
2390,"Peas, frozen, raw",68,no
2391,"Peas, mange-tout, boiled in unsalted water",32,yes
2392,"Peas, mange-tout, raw",32,yes
2393,"Peas, mange-tout, stir-fried in rapeseed oil",69,no
2394,"Peas, marrowfat, canned, re-heated, drained",87,yes
2395,"Peas, mushy, canned, re-heated",81,no
2396,"Peas, raw",83,yes
2397,"Peas, split, dried, boiled in unsalted water",126,no
2398,"Peas, split, dried, raw",328,yes
2399,"Peas, sugar-snap, boiled in unsalted water",33,no
2400,"Peas, sugar-snap, raw",34,yes
2401,"Pecan nuts, kernel only",689,no
2402,"Pecan nuts, kernel only, weighed with shells",337,yes
2403,"Peel, mixed",287,yes
2404,"Pepper, black",0,no
2405,"Pepper, capsicum, red, boiled in unsalted water",17,yes
2406,"Pepper, capsicum, red, raw",21,no
2407,"Pepper, capsicum, yellow, boiled in unsalted water",26,no
2408,"Pepper, capsicum, yellow, raw",23,yes
2409,"Pepper, cayenne, ground",318,yes
2410,"Pepper, white",0,no
2411,"Peppermint creams, homemade",366,yes
2412,Peppermints,393,no
2413,"Peppers, capsicum, chilli, green, raw",20,yes
2414,"Peppers, capsicum, chilli, red, raw",26,no
2415,"Peppers, capsicum, green, boiled in unsalted water",18,yes
2416,"Peppers, capsicum, green, raw",15,no
2417,"Peppers, green, stuffed with rice, homemade",77,yes
2418,"Peppers, green, stuffed with vegetables, cheese topping, homemade",80,no
2419,"Peppers, stuffed with beef, rice and vegetables, homemade",99,yes
2420,"Pesto sauce, homemade",501,yes
2421,"Pesto, green",420,no
2422,"Pesto, red",317,yes
2423,"Pheasant, meat only, roasted",220,no
2424,"Pheasant, meat only, roasted, weighed with bone",114,yes
2425,"Physalis, fruit only",53,no
2426,Piccalilli,84,no
2427,"Pickle, sweet",111,no
2428,"Pie, apple, one crust, homemade",198,yes
2429,"Pie, apple, pastry top and bottom, homemade",268,yes
2430,"Pie, apple, pastry, double crust, deep filled, retail",256,no
2431,"Pie, apple, pastry, double crust, retail",245,yes
2432,"Pie, apple, wholemeal, one crust, homemade",190,no
2433,"Pie, apple, wholemeal, pastry top and bottom, homemade",254,yes
2434,"Pie, banoffee",319,no
2435,"Pie, beef, puff or shortcrust pastry, family size, retail",220,yes
2436,"Pie, beef, puff or shortcrust pastry, individual, retail",292,no
2437,"Pie, cheese and potato, homemade",132,yes
2438,"Pie, chicken and mushroom, single crust, homemade",202,no
2439,"Pie, chicken, individual, baked",288,yes
2440,"Pie, Cottage, homemade",126,yes
2441,"Pie, Cottage/Shepherd's, reheated",111,no
2442,"Pie, fish, white fish, homemade",101,yes
2443,"Pie, fish, white fish, retail, baked",124,yes
2444,"Pie, fruit, individual, retail",361,no
2445,"Pie, fruit, one crust, homemade",190,yes
2446,"Pie, fruit, pastry top and bottom, blackcurrant, homemade",264,no
2447,"Pie, fruit, pastry top and bottom, homemade",262,yes
2448,"Pie, fruit, wholemeal, one crust, homemade",182,no
2449,"Pie, fruit, wholemeal, pastry top and bottom, blackcurrant, homemade",250,yes
2450,"Pie, fruit, wholemeal, pastry top and bottom, homemade",253,no
2451,"Pie, fruit, wholemeal, with pie filling, homemade",261,yes
2452,"Pie, fruit, with pie filling, homemade",277,no
2453,"Pie, game, homemade",381,yes
2454,"Pie, lemon meringue, retail",251,no
2455,"Pie, lentil and cheese, homemade",182,yes
2456,"Pie, Quorn and vegetable",174,no
2457,"Pie, spinach, homemade",177,yes
2458,"Pie, steak and kidney, double crust, homemade",305,no
2459,"Pie, steak and kidney, single crust, homemade",243,yes
2460,"Pie, turkey, single crust, homemade",205,yes
2461,"Pie, vegetable, homemade",160,no
2462,"Pie, vegetable, wholemeal, homemade",151,yes
2463,"Pigeon, meat only, roasted",187,no
2464,"Pigeon, meat only, roasted, weighed with bone",88,yes
2465,"Pilaf, rice with spinach, homemade",104,no
2466,"Pilaf, rice with tomato, homemade",147,yes
2467,"Pilau, egg and potato, brown rice, homemade",117,no
2468,"Pilau, egg and potato, homemade",124,yes
2469,"Pilau, mushroom, homemade",138,no
2470,"Pilau, prawn, homemade",149,yes
2471,"Pilau, vegetable, homemade",112,no
2472,"Pine nuts, kernel only",688,yes
2473,"Pineapple juice, unsweetened",41,no
2474,"Pineapple, canned in juice, whole contents",47,yes
2475,"Pineapple, canned in syrup, whole contents",64,yes
2476,"Pineapple, dried",303,no
2477,"Pineapple, flesh only, raw",45,yes
2478,"Pineapple, flesh only, raw, weighed with skin and top",20,no
2479,"Pinni, homemade",527,yes
2480,"Pistachio nuts, kernel only, roasted and salted",601,no
2481,"Pistachio nuts, kernel only, roasted and salted, weighed with shells",331,yes
2482,"Pizza base, raw",290,no
2483,"Pizza, cheese and tomato, retail",272,no
2484,"Pizza, chicken topped, retail",246,yes
2485,"Pizza, fish topped, takeaway",226,yes
2486,"Pizza, ham and pineapple, retail",260,no
2487,"Pizza, meat topped, retail and takeaway",255,yes
2488,"Pizza, tomato, homemade",193,no
2489,"Pizza, vegetarian, retail and takeaway",216,yes
2490,"Plaice, flesh only, baked",99,no
2491,"Plaice, flesh only, raw",76,yes
2492,"Plaice, flesh only, steamed",91,no
2493,"Plaice, flesh only, steamed, fillets weighed with bones and skin",68,yes
2494,"Plaice, in batter, fried in blended oil",257,yes
2495,"Plaice, in batter, fried in retail blend oil",257,no
2496,"Plaice, in batter, fried in sunflower oil",257,yes
2497,"Plaice, in breadcrumbs, baked",243,no
2498,"Plantain, boiled in unsalted water, flesh only",112,yes
2499,"Plantain, green flesh, raw",117,no
2500,"Plantain, ripe, fried in rapeseed oil",267,yes
2501,"Plums, average, flesh and skin, stewed with sugar, weighed with stones",67,yes
2502,"Plums, average, flesh and skin, stewed without sugar",30,no
2503,"Plums, average, flesh and skin, stewed without sugar, weighed with stones",29,no
2504,"Plums, average, stewed with sugar, flesh and skin",70,yes
2505,"Plums, dessert, flesh and skin, raw",41,no
2506,"Plums, dessert, flesh and skin, raw, weighed with stones",40,yes
2507,"Plums, Victoria, flesh and skin, raw",39,no
2508,"Plums, Victoria, flesh and skin, raw, weighed with stones",37,yes
2509,"Plums, Victoria, stewed without sugar",34,no
2510,"Plums, Victoria, stewed without sugar, weighed with stones",33,yes
2511,"Plums, yellow, flesh and skin, raw",25,no
2512,"Plums, yellow, flesh and skin, raw, weighed with stones",24,yes
2513,"Polenta, hydrated, raw",68,yes
2514,"Pollock, Alaskan, flesh only, baked",124,no
2515,"Pollock, Alaskan, flesh only, raw",72,yes
2516,"Pollock, Alaskan, flesh only, steamed",120,no
2517,Pomegranate juice drink,44,yes
2518,"Pomegranate, flesh and pips",51,yes
2519,"Pomegranate, flesh and pips, weighed with skin",33,no
2520,"Pomelo, flesh only",30,yes
2521,"Pomelo, flesh only, weighed with peel and pips",18,no
2522,"Pomfret, black, raw",99,no
2523,"Pomfret, white, raw",92,yes
2524,"Popcorn, candied",469,no
2525,"Popcorn, salted, retail",470,yes
2526,Poppy seeds,0,yes
2527,"Pork chops in mustard and cream, homemade",263,no
2528,"Pork chops in mustard and cream, homemade, weighed with bone",230,no
2529,"Pork pie, individual",370,yes
2530,Pork scratchings,606,yes
2531,"Pork, belly joint, roasted, lean and fat",293,no
2532,"Pork, belly joint/slices, grilled, lean and fat",320,yes
2533,"Pork, belly joint/slices, raw, lean and fat",258,yes
2534,"Pork, belly joint/slices, raw, lean and fat, weighed with bone",238,no
2535,"Pork, crackling, cooked",550,yes
2536,"Pork, diced, casseroled, lean",195,no
2537,"Pork, diced, casseroled, lean and fat",203,yes
2538,"Pork, diced, kebabs, grilled, lean",200,no
2539,"Pork, diced, kebabs, grilled, lean and fat",208,yes
2540,"Pork, diced, raw, lean",122,no
2541,"Pork, diced, raw, lean and fat",132,yes
2542,"Pork, fat, average, cooked",515,no
2543,"Pork, fat, average, raw",548,yes
2544,"Pork, fillet medallions, grilled lean",152,no
2545,"Pork, fillet medallions, grilled, lean and fat",161,yes
2546,"Pork, fillet medallions, raw, lean",96,no
2547,"Pork, fillet medallions, raw, lean and fat",106,yes
2548,"Pork, fillet strips, stir-fried in rapeseed oil, lean",168,no
2549,"Pork, hand, shoulder joint, raw, lean",121,yes
2550,"Pork, hand, shoulder joint, raw, lean and fat",218,no
2551,"Pork, hand, shoulder joint, roasted, lean",202,yes
2552,"Pork, hand, shoulder joint, roasted, lean and fat",259,no
2553,"Pork, lean, average, raw",116,yes
2554,"Pork, leg joint, raw, lean",122,no
2555,"Pork, leg joint, raw, lean and fat",215,yes
2556,"Pork, leg joint, raw, lean and fat, trimmed",142,yes
2557,"Pork, leg joint, roasted, lean and fat",261,no
2558,"Pork, leg joint, roasted, lean and fat, trimmed",203,yes
2559,"Pork, leg joint, roasted, lean",186,no
2560,"Pork, loin chops, grilled, lean",194,yes
2561,"Pork, loin chops, grilled, lean and fat",237,yes
2562,"Pork, loin chops, raw, lean and fat",191,no
2563,"Pork, loin chops, raw, lean and fat, weighed with bone",162,yes
2564,"Pork, loin chops, roasted, lean",196,no
2565,"Pork, loin chops, roasted, lean and fat",247,yes
2566,"Pork, loin chops, roasted, lean and fat, weighed with bone",191,no
2567,"Pork, loin medallions, raw, lean",116,yes
2568,"Pork, loin medallions, raw, lean and fat",141,no
2569,"Pork, loin medallions, raw, lean and fat, trimmed",122,yes
2570,"Pork, loin steaks, fried in rapeseed oil, lean",178,no
2571,"Pork, loin steaks, fried in rapeseed oil, lean and fat",235,yes
2572,"Pork, loin steaks, grilled, lean",194,no
2573,"Pork, loin steaks, grilled, lean and fat",247,yes
2574,"Pork, loin steaks, grilled, lean and fat, trimmed",210,no
2575,"Pork, loin steaks, raw, lean",110,yes
2576,"Pork, loin steaks, raw, lean and fat",187,no
2577,"Pork, loin steaks, raw, lean and fat, trimmed",140,yes
2578,"Pork, loin steaks, stewed, lean",157,no
2579,"Pork, loin steaks, stewed, lean and fat",212,yes
2580,"Pork, mince, raw",164,no
2581,"Pork, mince, stewed",191,yes
2582,"Pork, shoulder chops (collar), braised, lean",213,yes
2583,"Pork, shoulder chops (collar), braised, lean and fat",247,no
2584,"Pork, shoulder chops (collar), braised, lean and fat, weighed with bone",190,yes
2585,"Pork, shoulder chops (collar), raw, lean and fat",186,no
2586,"Pork, shoulder chops (collar), raw, lean and fat, weighed with bone",147,yes
2587,"Pork, shoulder joint (collar), pot-roasted, lean",201,no
2588,"Pork, shoulder joint (collar), pot-roasted, lean and fat",260,yes
2589,"Pork, shoulder joint (collar), raw, lean and fat",218,no
2590,"Pork, shoulder joint (collar), raw, lean and fat, weighed with bone",161,yes
2591,"Pork, shoulder steaks (collar), grilled, lean and fat",292,no
2592,"Pork, shoulder steaks (collar), grilled, lean and fat, weighed with bone",132,yes
2593,"Pork, shoulder steaks (collar), raw, lean and fat",168,no
2594,"Pork, shoulder steaks (collar), raw, lean and fat, weighed with bone",94,yes
2595,"Pork, spare ribs, 'barbecue style', homemade",302,no
2596,"Pork, spare ribs, 'barbecue style', homemade, weighed with bone",142,yes
2597,"Pork, spare ribs, 'barbecue style', meat only, retail, reheated, weighed with bone",98,yes
2598,"Pork, spare ribs, 'barbecue style', meat only, retail, reheated",281,no
2599,"Pork, spare ribs, Chinese barbecue, takeaway",,yes
2600,"Pork, spare ribs, in black bean sauce, meat and sauce only, homemade",216,no
2601,"Pork, spare ribs, in black bean sauce, meat and sauce only, homemade, weighed with bone",123,yes
2602,"Pork, spare ribs, raw, lean and fat",195,no
2603,"Pork, stir-fried with vegetables, homemade",103,yes
2604,"Pork, sweet and sour, made with lean pork, homemade",162,yes
2605,"Pork, sweet and sour, made with sweet and sour cook in sauce",148,no
2606,"Pork, trotters and tails, boiled with added salt",280,yes
2607,"Porridge oats, unfortified",381,no
2608,"Porridge oats, unfortified, cooked, made up with semi-skimmed milk",84,yes
2609,"Porridge, made with milk and water",72,no
2610,"Porridge, made with water",47,yes
2611,"Porridge, made with whole milk",112,no
2612,Port,157,yes
2613,Pot savouries,365,yes
2614,"Pot savouries, made up",103,no
2615,"Potato cakes, fried in rapeseed oil",210,no
2616,"Potato chips, crinkle cut, frozen, fried in corn oil",290,yes
2617,"Potato chips, fine cut, from fast food outlets",290,yes
2618,"Potato chips, fine cut, frozen, fried in blended vegetable oil",364,no
2619,"Potato chips, fine cut, frozen, fried in corn oil",364,yes
2620,"Potato chips, fine cut, frozen, fried in dripping",364,yes
2621,"Potato chips, fried in beef dripping, from takeaway fish and chip shops",214,no
2622,"Potato chips, fried in commercial oil, from takeaway fish and chip shops",214,yes
2623,"Potato chips, fried in palm oil, from takeaway fish and chip shops",214,no
2624,"Potato chips, fried in rapeseed oil, from takeaway fish and chip shops",214,yes
2625,"Potato chips, homemade, fried in corn oil",197,no
2626,"Potato chips, homemade, fried in dripping",197,yes
2627,"Potato chips, homemade, fried in rapeseed oil",202,yes
2628,"Potato chips, homemade, fried in sunflower oil",197,no
2629,"Potato chips, microwave, cooked",221,no
2630,"Potato chips, oven ready, no batter, baked",189,yes
2631,"Potato chips, oven ready, with batter, baked",202,no
2632,"Potato chips, straight cut, frozen, fried in blended oil",273,yes
2633,"Potato chips, straight cut, frozen, fried in corn oil",273,no
2634,"Potato chips, straight cut, frozen, fried in dripping",273,yes
2635,"Potato chips, thick cut, frozen, fried in corn oil",234,yes
2636,"Potato crisps, fried in sunflower oil",493,no
2637,"Potato crisps, low fat",458,yes
2638,"Potato croquettes, fried in blended oil",214,no
2639,"Potato powder, instant, made up with semi-skimmed milk",67,yes
2640,"Potato powder, instant, made up with skimmed milk",66,yes
2641,"Potato powder, instant, made up with water",57,no
2642,"Potato powder, instant, made up with whole milk",76,yes
2643,"Potato powder, instant, raw",320,no
2644,"Potato products, shaped, frozen, baked",190,yes
2645,Potato rings,480,no
2646,"Potato snacks, pringle-type, fried in vegetable oil",519,yes
2647,"Potato wedges, retail, cooked",176,yes
2648,"Potato, leek and celery bake",122,no
2649,"Potatoes with onions and eggs, fried",316,yes
2650,"Potatoes, duchesse",124,no
2651,"Potatoes, new and salad, boiled in salted water, flesh and skin",68,no
2652,"Potatoes, new and salad, boiled in unsalted water, flesh and skin",68,yes
2653,"Potatoes, new and salad, flesh only, raw",68,no
2654,"Potatoes, new, frozen, `roast' in corn oil",157,yes
2655,"Potatoes, old, baked, flesh and skin",97,yes
2656,"Potatoes, old, baked, flesh only",77,no
2657,"Potatoes, old, baked, flesh only, weighed with skin",52,yes
2658,"Potatoes, old, boiled in salted water, flesh only",74,no
2659,"Potatoes, old, boiled in unsalted water, flesh only",74,yes
2660,"Potatoes, old, mashed with butter",102,no
2661,"Potatoes, old, mashed with reduced fat spread",93,yes
2662,"Potatoes, old, microwaved, flesh and skin",92,no
2663,"Potatoes, old, potato wedges, with skin, cooked in sunflower oil, homemade",145,yes
2664,"Potatoes, old, raw, flesh only",82,no
2665,"Potatoes, old, roasted in corn oil",161,yes
2666,"Potatoes, old, roasted in lard",161,no
2667,"Potatoes, old, roasted in rapeseed oil",161,yes
2668,"Potatoes, old, roasted in sunflower oil, flesh only",161,no
